transporte_id,tipo_transporte,capacidade,velocidade_media,lotacao_media,rota,data,n_passageiros,variacao_trafego,variacao_acidentes
4287,Ônibus,80,32.39,0.96,Lapa - Rua Pio XI,2024-08-25,77,Alto,1
4288,BRT,200,42.77,0.37,Moema - Av. Ibirapuera,2024-09-23,73,Médio,0
4289,VLT,400,24.72,0.51,Pinheiros - Rua dos Pinheiros,2024-09-01,205,Médio,0
4290,BRT,200,35.46,0.76,Santana - Rua Voluntários da Pátria,2024-07-02,152,Médio,0
4291,Ônibus,80,27.54,1.02,Moema - Av. Ibirapuera,2024-09-25,81,Baixo,1
4292,Trem,1200,56.27,0.91,Tatuapé - Rua Coelho Lisboa,2024-06-27,1090,Baixo,0
4293,Ônibus,80,34.87,0.77,Sé - Rua Boa Vista,2024-08-25,61,Baixo,0
4294,Trem,1200,51.15,0.78,Sé - Rua XV de Novembro,2024-09-20,937,Baixo,0
4295,Metrô,1500,60.84,0.5,Moema - Av. dos Eucaliptos,2024-07-24,747,Baixo,0
4296,VLT,400,36.33,0.78,Santana - Rua Voluntários da Pátria,2024-03-21,311,Médio,0
4297,BRT,200,42.93,0.8,Vila Mariana - Rua Vergueiro,2024-07-18,159,Baixo,0
4298,VLT,400,23.18,0.57,Itaim Bibi - Av. Juscelino Kubitschek,2024-02-29,229,Baixo,0
4299,Trem,1200,60.22,0.57,Vila Mariana - Rua Vergueiro,2024-10-18,683,Alto,3
4300,Metrô,1500,58.35,0.78,Pinheiros - Av. Brigadeiro Faria Lima,2024-05-21,1173,Médio,1
4301,BRT,200,32.06,0.69,Lapa - Rua Doze de Outubro,2024-06-22,138,Baixo,0
4302,Metrô,1500,62.25,0.77,Moema - Rua Jurucê,2024-09-19,1148,Baixo,0
4303,Metrô,1500,71.53,0.35,Lapa - Rua Doze de Outubro,2024-04-30,520,Baixo,1
4304,VLT,400,24.79,0.63,Itaim Bibi - Rua Joaquim Floriano,2024-05-09,251,Baixo,0
4305,Metrô,1500,73.73,0.74,Tatuapé - Rua Tuiuti,2024-08-16,1114,Baixo,0
4306,Ônibus,80,18.28,0.82,Santana - Rua Alfredo Pujol,2024-09-17,65,Baixo,0
4307,Ônibus,80,23.67,0.66,Sé - Rua Direita,2024-05-01,53,Médio,0
4308,Metrô,1500,63.2,0.5,Lapa - Rua Guaicurus,2024-06-21,748,Médio,0
4309,Ônibus,80,31.86,0.53,Santana - Rua Voluntários da Pátria,2024-01-19,42,Médio,1
4310,Metrô,1500,58.11,0.74,Lapa - Rua Guaicurus,2024-04-24,1108,Médio,2
4311,Metrô,1500,62.37,0.6,Vila Mariana - Rua Domingos de Morais,2024-07-28,897,Baixo,0
4312,Trem,1200,53.46,0.67,Moema - Av. dos Eucaliptos,2024-05-05,801,Médio,1
4313,Metrô,1500,59.1,0.44,Sé - Rua XV de Novembro,2024-08-14,660,Baixo,0
4314,Trem,1200,51.69,0.56,Vila Mariana - Rua Vergueiro,2024-06-29,669,Médio,1
4315,Ônibus,80,27.86,0.88,Lapa - Rua Pio XI,2024-03-14,70,Médio,0
4316,Trem,1200,62.55,0.59,Vila Mariana - Rua Vergueiro,2024-03-06,712,Médio,0
4317,VLT,400,25.59,0.84,Tatuapé - Rua Emília Marengo,2024-03-06,336,Médio,0
4318,Trem,1200,56.85,0.81,Pinheiros - Rua Teodoro Sampaio,2024-09-10,970,Baixo,0
4319,Trem,1200,46.82,0.74,Itaim Bibi - Av. Juscelino Kubitschek,2024-08-26,888,Baixo,0
4320,Ônibus,80,27.21,0.86,Moema - Av. dos Eucaliptos,2024-07-16,68,Médio,0
4321,BRT,200,33.57,0.24,Lapa - Rua Doze de Outubro,2024-05-21,48,Baixo,0
4322,Ônibus,80,18.82,0.37,Lapa - Rua Doze de Outubro,2024-07-23,29,Médio,2
4323,Trem,1200,58.38,0.35,Vila Mariana - Rua Domingos de Morais,2024-02-27,423,Alto,0
4324,BRT,200,33.72,0.5,Vila Mariana - Av. Lins de Vasconcelos,2024-04-07,100,Baixo,0
4325,BRT,200,32.39,0.55,Lapa - Rua Pio XI,2024-08-28,110,Baixo,0
4326,Metrô,1500,58.73,0.52,Tatuapé - Rua Tuiuti,2024-01-12,785,Alto,0
4327,Ônibus,80,20.97,0.77,Tatuapé - Rua Tuiuti,2024-02-06,61,Baixo,2
4328,Ônibus,80,20.98,0.55,Santana - Rua Dr. César,2024-08-20,43,Baixo,0
4329,VLT,400,29.68,0.72,Lapa - Rua Guaicurus,2024-07-20,289,Baixo,0
4330,Ônibus,80,27.42,0.54,Pinheiros - Rua dos Pinheiros,2024-06-19,43,Baixo,2
4331,Ônibus,80,21.66,0.52,Tatuapé - Rua Tuiuti,2024-09-25,41,Médio,0
4332,Trem,1200,69.33,0.66,Pinheiros - Rua dos Pinheiros,2024-04-03,792,Baixo,0
4333,VLT,400,37.41,0.55,Sé - Rua Boa Vista,2024-04-10,218,Médio,0
4334,Trem,1200,47.78,0.48,Pinheiros - Rua dos Pinheiros,2024-06-21,572,Médio,0
4335,BRT,200,34.25,0.65,Vila Mariana - Av. Lins de Vasconcelos,2024-08-24,129,Baixo,1
4336,Ônibus,80,28.24,0.68,Lapa - Rua Doze de Outubro,2024-10-12,54,Baixo,0
4337,Ônibus,80,24.65,0.75,Santana - Rua Alfredo Pujol,2024-05-17,60,Alto,0
4338,Metrô,1500,68.08,0.71,Tatuapé - Rua Coelho Lisboa,2024-01-20,1059,Baixo,1
4339,Ônibus,80,30.3,0.46,Lapa - Rua Pio XI,2024-07-13,37,Baixo,0
4340,Ônibus,80,32.61,0.55,Pinheiros - Rua Teodoro Sampaio,2024-06-11,43,Médio,0
4341,Metrô,1500,56.01,0.36,Pinheiros - Rua dos Pinheiros,2024-07-20,540,Baixo,0
4342,Ônibus,80,32.52,0.75,Moema - Av. dos Eucaliptos,2024-08-11,59,Alto,0
4343,VLT,400,37.89,0.72,Lapa - Rua Guaicurus,2024-04-12,288,Baixo,0
4344,VLT,400,26.55,0.47,Tatuapé - Rua Tuiuti,2024-04-07,187,Baixo,0
4345,BRT,200,42.66,0.86,Moema - Av. Ibirapuera,2024-03-18,172,Alto,0
4346,Metrô,1500,67.8,0.55,Santana - Rua Voluntários da Pátria,2024-01-22,830,Médio,0
4347,Metrô,1500,56.78,0.73,Sé - Rua XV de Novembro,2024-03-02,1090,Médio,0
4348,VLT,400,35.9,0.55,Tatuapé - Rua Tuiuti,2024-07-05,218,Baixo,0
4349,VLT,400,23.0,0.46,Santana - Rua Dr. César,2024-08-23,184,Baixo,1
4350,Trem,1200,68.1,0.62,Sé - Rua XV de Novembro,2024-10-19,748,Baixo,0
4351,Trem,1200,61.7,0.66,Lapa - Rua Guaicurus,2024-03-03,791,Baixo,1
4352,Ônibus,80,27.93,0.56,Pinheiros - Av. Brigadeiro Faria Lima,2024-02-01,44,Baixo,0
4353,BRT,200,37.24,0.92,Santana - Rua Alfredo Pujol,2024-05-18,184,Alto,0
4354,Ônibus,80,20.71,0.53,Moema - Av. Ibirapuera,2024-04-28,42,Baixo,0
4355,VLT,400,24.63,0.55,Pinheiros - Rua dos Pinheiros,2024-10-05,219,Baixo,0
4356,BRT,200,41.0,0.77,Santana - Rua Voluntários da Pátria,2024-01-16,153,Baixo,0
4357,Metrô,1500,69.0,0.6,Santana - Rua Dr. César,2024-01-17,900,Médio,0
4358,VLT,400,25.52,0.63,Moema - Rua Jurucê,2024-02-12,250,Baixo,0
4359,BRT,200,37.07,0.74,Pinheiros - Rua dos Pinheiros,2024-10-27,148,Baixo,0
4360,BRT,200,40.77,0.73,Santana - Rua Dr. César,2024-08-09,145,Baixo,1
4361,Trem,1200,68.04,0.74,Tatuapé - Rua Coelho Lisboa,2024-09-19,888,Baixo,0
4362,Metrô,1500,67.56,0.61,Vila Mariana - Rua Vergueiro,2024-05-30,913,Baixo,0
4363,Ônibus,80,19.2,0.58,Vila Mariana - Rua Domingos de Morais,2024-07-03,46,Médio,0
4364,Ônibus,80,24.54,0.48,Pinheiros - Av. Brigadeiro Faria Lima,2024-05-30,38,Baixo,2
4365,Ônibus,80,32.0,0.48,Itaim Bibi - Av. Juscelino Kubitschek,2024-03-31,38,Baixo,2
4366,BRT,200,40.76,0.59,Sé - Rua XV de Novembro,2024-09-26,117,Baixo,0
4367,VLT,400,30.24,0.47,Moema - Av. dos Eucaliptos,2024-08-25,186,Baixo,0
4368,Trem,1200,47.11,0.54,Vila Mariana - Rua Vergueiro,2024-02-19,651,Baixo,0
4369,Trem,1200,54.52,0.52,Sé - Rua Direita,2024-02-10,622,Médio,1
4370,Ônibus,80,22.7,0.65,Lapa - Rua Doze de Outubro,2024-05-12,51,Alto,0
4371,Metrô,1500,57.96,0.69,Sé - Rua Direita,2024-06-17,1036,Baixo,0
4372,VLT,400,34.74,0.82,Sé - Rua Boa Vista,2024-09-19,329,Baixo,1
4373,BRT,200,44.12,1.02,Vila Mariana - Rua Vergueiro,2024-10-12,204,Baixo,0
4374,Metrô,1500,51.35,0.72,Tatuapé - Rua Emília Marengo,2024-09-08,1077,Médio,0
4375,Trem,1200,68.86,0.9,Tatuapé - Rua Emília Marengo,2024-10-05,1077,Médio,0
4376,Trem,1200,64.35,1.0,Tatuapé - Rua Coelho Lisboa,2024-08-10,1204,Médio,1
4377,Ônibus,80,21.33,0.56,Moema - Av. Ibirapuera,2024-06-30,44,Médio,0
4378,Ônibus,80,22.22,0.93,Moema - Av. Ibirapuera,2024-09-17,74,Baixo,0
4379,BRT,200,31.42,0.89,Sé - Rua XV de Novembro,2024-04-22,177,Médio,0
4380,VLT,400,24.21,0.61,Sé - Rua Direita,2024-02-06,243,Médio,0
4381,VLT,400,23.77,0.58,Tatuapé - Rua Emília Marengo,2024-08-13,231,Baixo,0
4382,Metrô,1500,51.54,0.25,Sé - Rua Direita,2024-05-31,376,Baixo,0
4383,BRT,200,33.23,0.91,Santana - Rua Voluntários da Pátria,2024-01-20,182,Baixo,0
4384,BRT,200,30.38,0.89,Itaim Bibi - Av. Juscelino Kubitschek,2024-01-22,177,Baixo,1
4385,VLT,400,29.19,0.48,Moema - Av. Ibirapuera,2024-03-09,193,Baixo,0
4386,BRT,200,30.8,0.49,Santana - Rua Voluntários da Pátria,2024-08-12,97,Médio,1
4387,BRT,200,35.79,0.96,Lapa - Rua Doze de Outubro,2024-04-24,191,Médio,0
4388,Trem,1200,63.91,0.47,Pinheiros - Rua dos Pinheiros,2024-01-06,562,Alto,0
4389,VLT,400,25.13,0.72,Moema - Av. Ibirapuera,2024-09-04,288,Baixo,1
4390,BRT,200,40.11,0.59,Lapa - Rua Pio XI,2024-07-17,118,Baixo,0
4391,Metrô,1500,57.4,0.45,Pinheiros - Av. Brigadeiro Faria Lima,2024-05-05,669,Baixo,1
4392,BRT,200,40.44,0.76,Vila Mariana - Av. Lins de Vasconcelos,2024-07-20,152,Alto,0
4393,Ônibus,80,23.14,0.45,Vila Mariana - Rua Vergueiro,2024-01-27,35,Baixo,0
4394,Trem,1200,45.22,0.83,Tatuapé - Rua Coelho Lisboa,2024-07-29,995,Alto,0
4395,Trem,1200,61.25,0.9,Pinheiros - Av. Brigadeiro Faria Lima,2024-04-10,1083,Baixo,1
4396,Trem,1200,52.13,0.59,Lapa - Rua Pio XI,2024-05-01,713,Médio,0
4397,Ônibus,80,31.92,0.68,Vila Mariana - Rua Domingos de Morais,2024-10-08,54,Médio,0
4398,BRT,200,43.38,0.6,Vila Mariana - Rua Domingos de Morais,2024-08-11,119,Baixo,0
4399,Trem,1200,61.47,0.53,Vila Mariana - Av. Lins de Vasconcelos,2024-06-08,631,Alto,0
4400,VLT,400,26.33,0.28,Sé - Rua Boa Vista,2024-10-10,113,Alto,0
4401,VLT,400,35.21,0.48,Pinheiros - Av. Brigadeiro Faria Lima,2024-02-07,193,Alto,0
4402,VLT,400,37.54,0.34,Sé - Rua Direita,2024-10-08,135,Médio,0
4403,VLT,400,31.02,0.84,Sé - Rua Boa Vista,2024-08-23,336,Baixo,1
4404,Metrô,1500,71.07,0.6,Vila Mariana - Rua Vergueiro,2024-03-13,904,Baixo,0
4405,BRT,200,38.67,0.4,Lapa - Rua Guaicurus,2024-08-03,80,Médio,0
4406,Trem,1200,64.59,0.8,Itaim Bibi - Rua Joaquim Floriano,2024-04-04,963,Médio,0
4407,BRT,200,35.65,0.52,Vila Mariana - Av. Lins de Vasconcelos,2024-05-08,103,Médio,0
4408,VLT,400,33.31,0.45,Santana - Rua Alfredo Pujol,2024-03-23,179,Baixo,0
4409,VLT,400,24.4,0.65,Santana - Rua Voluntários da Pátria,2024-05-01,261,Baixo,1
4410,Trem,1200,48.16,0.7,Sé - Rua Direita,2024-07-28,842,Médio,0
4411,BRT,200,30.25,0.69,Santana - Rua Dr. César,2024-06-26,138,Médio,1
4412,Trem,1200,47.84,0.72,Moema - Rua Jurucê,2024-06-08,864,Baixo,0
4413,VLT,400,34.66,0.38,Santana - Rua Voluntários da Pátria,2024-02-11,151,Baixo,2
4414,Ônibus,80,31.21,0.47,Vila Mariana - Rua Domingos de Morais,2024-04-01,37,Médio,0
4415,BRT,200,31.65,0.63,Sé - Rua XV de Novembro,2024-10-08,126,Baixo,0
4416,Ônibus,80,30.01,0.44,Santana - Rua Dr. César,2024-02-16,35,Alto,0
4417,Metrô,1500,71.68,0.74,Tatuapé - Rua Emília Marengo,2024-01-13,1112,Alto,0
4418,BRT,200,37.86,0.43,Vila Mariana - Rua Domingos de Morais,2024-10-27,86,Médio,0
4419,Trem,1200,57.59,0.55,Vila Mariana - Rua Vergueiro,2024-09-05,657,Alto,2
4420,Metrô,1500,60.53,0.52,Itaim Bibi - Rua Joaquim Floriano,2024-06-29,785,Médio,2
4421,VLT,400,23.39,0.65,Santana - Rua Dr. César,2024-05-10,258,Baixo,0
4422,Ônibus,80,25.39,0.63,Tatuapé - Rua Tuiuti,2024-09-29,50,Baixo,1
4423,BRT,200,43.94,0.68,Tatuapé - Rua Emília Marengo,2024-04-05,136,Médio,0
4424,VLT,400,24.05,0.29,Santana - Rua Dr. César,2024-04-05,116,Alto,3
4425,VLT,400,22.26,0.42,Santana - Rua Voluntários da Pátria,2024-05-07,169,Baixo,0
4426,Trem,1200,59.36,0.55,Sé - Rua Direita,2024-04-18,665,Médio,0
4427,Trem,1200,65.24,0.56,Lapa - Rua Guaicurus,2024-05-06,667,Médio,0
4428,Metrô,1500,58.64,0.81,Sé - Rua XV de Novembro,2024-03-27,1214,Alto,0
4429,VLT,400,27.23,0.93,Santana - Rua Voluntários da Pátria,2024-10-10,371,Baixo,0
4430,VLT,400,28.42,0.79,Moema - Av. dos Eucaliptos,2024-05-18,314,Baixo,0
4431,Metrô,1500,55.42,0.73,Vila Mariana - Rua Vergueiro,2024-04-03,1090,Baixo,0
4432,VLT,400,33.2,0.39,Tatuapé - Rua Emília Marengo,2024-06-27,154,Baixo,1
4433,BRT,200,34.8,0.6,Pinheiros - Rua Teodoro Sampaio,2024-09-21,120,Médio,0
4434,Ônibus,80,32.82,0.73,Tatuapé - Rua Emília Marengo,2024-05-06,58,Médio,0
4435,Metrô,1500,59.74,0.55,Vila Mariana - Av. Lins de Vasconcelos,2024-04-16,825,Baixo,0
4436,VLT,400,33.28,0.53,Lapa - Rua Pio XI,2024-03-10,212,Baixo,0
4437,Ônibus,80,32.82,0.9,Vila Mariana - Rua Domingos de Morais,2024-09-05,71,Médio,0
4438,Metrô,1500,50.72,0.94,Lapa - Rua Doze de Outubro,2024-01-31,1413,Baixo,0
4439,Ônibus,80,19.76,0.41,Vila Mariana - Rua Vergueiro,2024-03-16,32,Alto,0
4440,Ônibus,80,26.65,0.77,Santana - Rua Alfredo Pujol,2024-05-27,61,Alto,0
4441,VLT,400,25.57,0.5,Tatuapé - Rua Tuiuti,2024-05-22,199,Alto,1
4442,Metrô,1500,71.07,0.41,Moema - Av. dos Eucaliptos,2024-05-10,607,Médio,0
4443,Trem,1200,61.03,0.76,Santana - Rua Dr. César,2024-08-22,911,Alto,4
4444,Metrô,1500,50.82,0.73,Moema - Av. dos Eucaliptos,2024-01-28,1101,Baixo,2
4445,VLT,400,26.47,0.69,Itaim Bibi - Av. Juscelino Kubitschek,2024-07-04,277,Baixo,0
4446,Ônibus,80,18.8,0.37,Moema - Av. Ibirapuera,2024-05-16,29,Baixo,1
4447,Trem,1200,68.89,0.77,Moema - Av. Ibirapuera,2024-02-29,925,Médio,0
4448,Trem,1200,60.01,0.53,Itaim Bibi - Av. Juscelino Kubitschek,2024-08-23,638,Baixo,0
4449,Ônibus,80,21.06,0.96,Sé - Rua Direita,2024-08-22,76,Alto,1
4450,VLT,400,36.05,0.69,Moema - Av. Ibirapuera,2024-06-12,274,Baixo,0
4451,Metrô,1500,61.62,0.94,Pinheiros - Rua dos Pinheiros,2024-02-26,1402,Médio,0
4452,BRT,200,41.75,1.15,Lapa - Rua Pio XI,2024-09-08,229,Alto,1
4453,BRT,200,33.57,0.83,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-09-24,166,Baixo,0
4454,VLT,400,32.21,0.73,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-02-12,291,Baixo,0
4455,Metrô,1500,57.18,0.69,Tatuapé - Rua Emília Marengo,2024-03-05,1034,Médio,0
4456,Trem,1200,62.5,0.71,Santana - Rua Alfredo Pujol,2024-02-02,846,Baixo,0
4457,VLT,400,34.74,0.28,Vila Mariana - Rua Vergueiro,2024-07-17,112,Baixo,0
4458,Trem,1200,60.56,0.31,Moema - Av. Ibirapuera,2024-06-13,366,Médio,0
4459,BRT,200,40.87,0.35,Lapa - Rua Doze de Outubro,2024-01-14,70,Baixo,0
4460,Metrô,1500,55.97,0.63,Lapa - Rua Doze de Outubro,2024-07-29,951,Médio,0
4461,Trem,1200,64.4,0.55,Itaim Bibi - Av. Juscelino Kubitschek,2024-07-22,656,Baixo,0
4462,VLT,400,31.39,0.69,Lapa - Rua Doze de Outubro,2024-10-23,276,Baixo,0
4463,Trem,1200,65.03,0.81,Vila Mariana - Av. Lins de Vasconcelos,2024-04-19,967,Médio,0
4464,VLT,400,37.09,0.53,Tatuapé - Rua Emília Marengo,2024-09-28,213,Médio,0
4465,Ônibus,80,22.61,0.66,Vila Mariana - Rua Vergueiro,2024-08-13,52,Baixo,0
4466,Ônibus,80,23.18,0.54,Moema - Av. Ibirapuera,2024-05-05,43,Baixo,0
4467,Trem,1200,69.64,0.68,Pinheiros - Rua dos Pinheiros,2024-05-05,817,Baixo,0
4468,VLT,400,32.25,0.75,Pinheiros - Av. Brigadeiro Faria Lima,2024-02-10,298,Baixo,2
4469,VLT,400,31.34,0.73,Tatuapé - Rua Emília Marengo,2024-07-14,290,Baixo,0
4470,Ônibus,80,23.8,0.57,Vila Mariana - Rua Vergueiro,2024-02-21,45,Médio,0
4471,Trem,1200,53.12,0.61,Lapa - Rua Guaicurus,2024-05-22,727,Baixo,2
4472,Ônibus,80,24.33,0.93,Pinheiros - Rua dos Pinheiros,2024-03-05,74,Baixo,2
4473,Trem,1200,64.03,0.61,Vila Mariana - Av. Lins de Vasconcelos,2024-09-20,728,Baixo,0
4474,Trem,1200,58.58,0.24,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-03-19,290,Médio,1
4475,Ônibus,80,31.67,0.23,Santana - Rua Dr. César,2024-03-04,18,Médio,0
4476,Metrô,1500,67.21,0.48,Tatuapé - Rua Coelho Lisboa,2024-10-03,719,Médio,0
4477,Ônibus,80,30.68,0.63,Vila Mariana - Av. Lins de Vasconcelos,2024-08-19,50,Alto,2
4478,VLT,400,27.67,0.61,Itaim Bibi - Rua Joaquim Floriano,2024-03-22,243,Médio,0
4479,VLT,400,27.61,0.7,Moema - Av. dos Eucaliptos,2024-08-24,279,Baixo,0
4480,BRT,200,32.29,0.44,Vila Mariana - Av. Lins de Vasconcelos,2024-03-19,87,Alto,0
4481,Metrô,1500,60.2,0.73,Tatuapé - Rua Coelho Lisboa,2024-05-10,1088,Baixo,0
4482,BRT,200,36.54,0.71,Vila Mariana - Av. Lins de Vasconcelos,2024-07-06,142,Médio,0
4483,Ônibus,80,19.67,0.29,Vila Mariana - Av. Lins de Vasconcelos,2024-07-24,23,Baixo,0
4484,Trem,1200,45.9,0.64,Sé - Rua Boa Vista,2024-06-10,767,Baixo,2
4485,Ônibus,80,30.5,0.55,Vila Mariana - Av. Lins de Vasconcelos,2024-07-30,43,Baixo,0
4486,VLT,400,22.79,0.55,Sé - Rua Boa Vista,2024-06-26,218,Alto,1
4487,Metrô,1500,60.28,0.68,Moema - Rua Jurucê,2024-01-12,1019,Baixo,0
4488,VLT,400,35.26,0.91,Moema - Av. Ibirapuera,2024-08-19,365,Baixo,1
4489,Trem,1200,47.39,0.45,Moema - Av. Ibirapuera,2024-01-29,538,Médio,0
4490,BRT,200,32.68,0.61,Sé - Rua XV de Novembro,2024-02-27,121,Alto,0
4491,VLT,400,35.55,0.73,Vila Mariana - Av. Lins de Vasconcelos,2024-07-23,291,Baixo,1
4492,VLT,400,32.65,0.63,Lapa - Rua Guaicurus,2024-06-03,250,Médio,0
4493,Ônibus,80,30.41,0.53,Lapa - Rua Guaicurus,2024-05-07,42,Baixo,0
4494,BRT,200,31.94,0.84,Moema - Av. Ibirapuera,2024-02-03,167,Baixo,0
4495,Ônibus,80,18.74,0.57,Santana - Rua Voluntários da Pátria,2024-06-02,45,Baixo,0
4496,VLT,400,27.36,0.6,Lapa - Rua Doze de Outubro,2024-07-08,238,Médio,0
4497,BRT,200,35.07,0.48,Santana - Rua Alfredo Pujol,2024-10-27,95,Baixo,1
4498,VLT,400,26.96,0.54,Tatuapé - Rua Emília Marengo,2024-09-13,217,Médio,2
4499,Trem,1200,56.74,0.69,Sé - Rua Direita,2024-10-19,828,Médio,0
4500,Metrô,1500,55.05,0.77,Santana - Rua Voluntários da Pátria,2024-08-25,1155,Médio,3
4501,Metrô,1500,67.3,0.49,Santana - Rua Alfredo Pujol,2024-09-15,732,Baixo,0
4502,Ônibus,80,27.91,0.59,Tatuapé - Rua Coelho Lisboa,2024-10-06,47,Alto,2
4503,Metrô,1500,61.69,0.26,Vila Mariana - Rua Domingos de Morais,2024-04-07,387,Baixo,0
4504,VLT,400,34.5,0.72,Moema - Av. Ibirapuera,2024-04-01,287,Baixo,1
4505,VLT,400,27.2,0.8,Sé - Rua Direita,2024-01-19,319,Baixo,0
4506,BRT,200,44.33,0.7,Moema - Av. dos Eucaliptos,2024-09-20,139,Alto,0
4507,BRT,200,35.36,0.62,Moema - Av. dos Eucaliptos,2024-06-11,123,Baixo,0
4508,Trem,1200,57.9,0.64,Pinheiros - Av. Brigadeiro Faria Lima,2024-01-03,773,Baixo,0
4509,BRT,200,35.76,0.95,Sé - Rua Boa Vista,2024-04-03,189,Médio,0
4510,Trem,1200,52.49,0.81,Tatuapé - Rua Tuiuti,2024-01-29,974,Baixo,0
4511,Metrô,1500,70.52,0.63,Tatuapé - Rua Tuiuti,2024-03-27,949,Baixo,2
4512,VLT,400,27.68,0.98,Moema - Rua Jurucê,2024-09-06,392,Baixo,0
4513,Trem,1200,67.2,0.52,Sé - Rua XV de Novembro,2024-10-03,620,Baixo,2
4514,Metrô,1500,54.44,0.48,Santana - Rua Alfredo Pujol,2024-10-11,714,Médio,1
4515,Ônibus,80,32.06,0.89,Tatuapé - Rua Coelho Lisboa,2024-04-10,71,Médio,0
4516,BRT,200,35.39,0.58,Moema - Rua Jurucê,2024-03-29,116,Médio,1
4517,VLT,400,32.71,0.55,Itaim Bibi - Av. Juscelino Kubitschek,2024-05-18,221,Baixo,0
4518,Ônibus,80,26.44,0.83,Pinheiros - Av. Brigadeiro Faria Lima,2024-10-02,66,Baixo,3
4519,VLT,400,33.64,0.7,Lapa - Rua Guaicurus,2024-03-31,280,Baixo,1
4520,BRT,200,32.3,0.5,Santana - Rua Voluntários da Pátria,2024-04-20,100,Médio,0
4521,Trem,1200,60.73,0.75,Lapa - Rua Pio XI,2024-09-25,904,Médio,1
4522,Trem,1200,58.5,0.26,Moema - Av. Ibirapuera,2024-01-29,307,Baixo,1
4523,VLT,400,25.77,0.75,Vila Mariana - Av. Lins de Vasconcelos,2024-05-15,299,Baixo,1
4524,Trem,1200,51.5,0.45,Sé - Rua Boa Vista,2024-03-10,541,Baixo,0
4525,Metrô,1500,70.79,0.46,Pinheiros - Rua dos Pinheiros,2024-02-22,691,Baixo,0
4526,BRT,200,33.54,0.81,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-08-10,162,Baixo,0
4527,Ônibus,80,30.23,0.27,Itaim Bibi - Av. Juscelino Kubitschek,2024-07-08,21,Baixo,0
4528,VLT,400,26.1,0.64,Itaim Bibi - Av. Juscelino Kubitschek,2024-08-02,256,Médio,2
4529,Ônibus,80,24.16,0.52,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-05-26,41,Médio,0
4530,Ônibus,80,22.27,0.83,Sé - Rua Boa Vista,2024-08-30,66,Baixo,1
4531,VLT,400,25.02,0.62,Santana - Rua Dr. César,2024-09-29,249,Baixo,0
4532,VLT,400,28.74,0.48,Moema - Rua Jurucê,2024-06-26,193,Médio,0
4533,BRT,200,42.5,0.53,Sé - Rua XV de Novembro,2024-06-17,106,Alto,0
4534,Trem,1200,59.33,0.71,Tatuapé - Rua Tuiuti,2024-02-08,851,Médio,0
4535,Ônibus,80,22.72,0.83,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-08-12,66,Médio,0
4536,Ônibus,80,26.19,0.71,Moema - Rua Jurucê,2024-02-03,56,Baixo,0
4537,Trem,1200,69.74,0.58,Moema - Rua Jurucê,2024-01-24,690,Baixo,1
4538,Ônibus,80,26.76,0.54,Pinheiros - Rua dos Pinheiros,2024-01-05,43,Médio,0
4539,VLT,400,27.09,0.39,Moema - Av. dos Eucaliptos,2024-10-16,155,Baixo,0
4540,Ônibus,80,24.53,0.64,Tatuapé - Rua Coelho Lisboa,2024-02-01,51,Médio,0
4541,BRT,200,31.31,0.88,Moema - Rua Jurucê,2024-05-20,176,Baixo,0
4542,Metrô,1500,70.46,0.55,Santana - Rua Alfredo Pujol,2024-04-28,830,Baixo,1
4543,Trem,1200,69.87,0.69,Tatuapé - Rua Coelho Lisboa,2024-05-08,831,Baixo,0
4544,BRT,200,33.85,0.84,Pinheiros - Rua dos Pinheiros,2024-07-23,168,Médio,0
4545,Trem,1200,60.2,0.47,Tatuapé - Rua Tuiuti,2024-06-02,560,Baixo,0
4546,BRT,200,34.54,0.44,Moema - Av. Ibirapuera,2024-09-30,87,Baixo,0
4547,BRT,200,32.78,0.44,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-02-23,88,Médio,0
4548,Ônibus,80,34.53,0.62,Sé - Rua XV de Novembro,2024-04-27,49,Baixo,0
4549,BRT,200,33.04,0.8,Santana - Rua Voluntários da Pátria,2024-03-28,159,Alto,0
4550,BRT,200,36.22,0.99,Moema - Av. dos Eucaliptos,2024-02-26,198,Baixo,0
4551,Ônibus,80,20.16,0.65,Santana - Rua Voluntários da Pátria,2024-01-07,52,Baixo,0
4552,Ônibus,80,26.23,0.88,Lapa - Rua Doze de Outubro,2024-04-14,70,Baixo,1
4553,BRT,200,43.28,0.41,Sé - Rua XV de Novembro,2024-10-25,81,Alto,0
4554,Ônibus,80,28.56,1.11,Pinheiros - Rua Teodoro Sampaio,2024-08-23,88,Médio,0
4555,VLT,400,34.48,0.33,Moema - Rua Jurucê,2024-04-03,130,Médio,0
4556,Ônibus,80,32.97,1.04,Vila Mariana - Av. Lins de Vasconcelos,2024-06-06,83,Baixo,0
4557,Metrô,1500,63.75,0.49,Tatuapé - Rua Emília Marengo,2024-08-08,735,Médio,0
4558,Trem,1200,62.61,0.65,Moema - Av. dos Eucaliptos,2024-03-03,781,Baixo,0
