acidente_id,data,hora,tipo_acidente,gravidade,numero_feridos,numero_mortos,via,bairro,categoria_clima,temperatura,humidade,vento
3336,2024-09-22,13:35,Atropelamento,Média,2,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Céu limpo,24.7,33.43,8.64
3337,2024-10-26,21:51,Atropelamento,Leve,0,0,Rua Direita,Sé,Nublado,24.47,61.36,7.56
3338,2024-09-01,11:19,Choque traseiro,Média,1,0,Rua Guaicurus,Lapa,Céu limpo,26.5,35.73,1.44
3339,2024-07-05,17:43,Colisão,Leve,0,0,Rua Vergueiro,Vila Mariana,Neblina,17.23,81.35,0.57
3340,2024-01-19,15:32,Atropelamento,Leve,0,0,Rua dos Pinheiros,Pinheiros,Chuva,18.27,83.3,5.61
3341,2024-09-04,11:53,Choque traseiro,Leve,0,0,Rua Doze de Outubro,Lapa,Céu limpo,29.25,34.82,1.07
3342,2024-02-07,14:24,Choque traseiro,Média,0,0,Rua dos Pinheiros,Pinheiros,Céu limpo,25.03,41.07,8.38
3343,2024-04-05,14:51,Colisão,Leve,0,0,Rua Alfredo Pujol,Santana,Céu limpo,33.84,32.11,2.2
3344,2024-06-08,10:18,Atropelamento,Leve,0,0,Rua Doze de Outubro,Lapa,Nublado,21.72,62.5,7.39
3345,2024-04-15,21:52,Capotamento,Leve,0,0,Rua Direita,Sé,Neblina,19.18,83.85,4.08
3346,2024-04-28,08:08,Atropelamento,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Céu limpo,28.86,52.4,6.1
3347,2024-05-09,21:04,Engavetamento,Leve,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,23.63,50.22,2.4
3348,2024-03-30,21:52,Capotamento,Leve,0,0,Rua XV de Novembro,Sé,Chuva,25.43,71.96,14.15
3349,2024-10-21,12:42,Engavetamento,Grave,1,0,Av. Juscelino Kubitschek,Itaim Bibi,Chuva,25.78,87.59,18.51
3350,2024-02-14,14:37,Atropelamento,Média,0,0,Rua Boa Vista,Sé,Nublado,27.03,63.38,3.12
3351,2024-10-04,06:39,Engavetamento,Fatal,1,1,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,32.1,30.41,8.98
3352,2024-07-17,00:08,Atropelamento,Leve,0,0,Rua Guaicurus,Lapa,Neblina,16.15,85.0,6.03
3353,2024-06-21,07:34,Engavetamento,Média,3,0,Rua Emília Marengo,Tatuapé,Nublado,25.98,62.65,4.39
3354,2024-05-18,06:39,Colisão,Leve,0,0,Av. Ibirapuera,Moema,Céu limpo,27.14,52.51,3.8
3355,2024-08-17,21:28,Engavetamento,Leve,0,0,Rua Direita,Sé,Nublado,27.7,73.51,3.03
3356,2024-01-28,04:43,Engavetamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Neblina,17.05,92.15,3.23
3357,2024-04-29,20:10,Atropelamento,Leve,0,0,Rua Alfredo Pujol,Santana,Chuva,20.18,81.46,8.56
3358,2024-01-11,09:53,Colisão,Leve,0,0,Rua Coelho Lisboa,Tatuapé,Céu limpo,30.98,54.73,4.32
3359,2024-09-21,08:35,Atropelamento,Leve,0,0,Av. Ibirapuera,Moema,Nublado,23.7,57.23,9.46
3360,2024-05-21,12:17,Choque traseiro,Leve,0,0,Rua Alfredo Pujol,Santana,Chuva,19.22,86.21,15.56
3361,2024-05-27,11:34,Capotamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Céu limpo,33.29,32.76,2.75
3362,2024-06-24,10:24,Engavetamento,Grave,0,0,Rua Boa Vista,Sé,Chuva,25.19,86.29,16.59
3363,2024-09-27,12:07,Atropelamento,Leve,0,0,Rua Tuiuti,Tatuapé,Nublado,23.55,55.58,11.9
3364,2024-06-20,13:41,Atropelamento,Grave,2,0,Rua Domingos de Morais,Vila Mariana,Neblina,19.48,93.93,4.68
3365,2024-04-07,05:08,Choque traseiro,Média,0,0,Rua XV de Novembro,Sé,Neblina,21.57,95.84,6.91
3366,2024-06-07,10:03,Colisão,Leve,0,0,Rua Alfredo Pujol,Santana,Chuva,20.16,89.06,13.4
3367,2024-04-14,20:27,Choque traseiro,Leve,0,0,Rua dos Pinheiros,Pinheiros,Nublado,23.27,73.15,10.42
3368,2024-10-19,02:11,Choque traseiro,Leve,0,0,Av. dos Eucaliptos,Moema,Nublado,27.44,59.84,10.65
3369,2024-01-18,08:52,Engavetamento,Leve,0,0,Rua Pio XI,Lapa,Chuva,20.51,90.51,8.74
3370,2024-04-29,21:20,Engavetamento,Grave,1,0,Rua Emília Marengo,Tatuapé,Nublado,23.3,69.4,7.33
3371,2024-04-27,06:15,Colisão,Leve,0,0,Rua Voluntários da Pátria,Santana,Céu limpo,25.71,37.02,8.42
3372,2024-09-25,02:42,Colisão,Leve,0,0,Rua Doze de Outubro,Lapa,Nublado,26.64,65.6,8.25
3373,2024-01-22,14:56,Engavetamento,Média,0,0,Rua Domingos de Morais,Vila Mariana,Céu limpo,26.69,51.49,6.43
3374,2024-04-26,03:17,Capotamento,Leve,0,0,Rua Pio XI,Lapa,Chuva,22.12,82.59,15.97
3375,2024-08-14,01:33,Capotamento,Média,1,0,Rua Guaicurus,Lapa,Neblina,19.33,87.01,5.88
3376,2024-02-02,07:05,Choque traseiro,Média,3,0,Rua Guaicurus,Lapa,Chuva,20.32,86.48,16.12
3377,2024-04-30,00:32,Engavetamento,Média,0,0,Rua Tuiuti,Tatuapé,Nublado,22.8,66.78,3.61
3378,2024-02-14,23:51,Choque traseiro,Leve,0,0,Rua Emília Marengo,Tatuapé,Céu limpo,28.52,46.28,4.83
3379,2024-02-21,07:23,Choque traseiro,Média,1,0,Rua Doze de Outubro,Lapa,Chuva,23.83,70.68,11.22
3380,2024-10-01,21:02,Engavetamento,Leve,0,0,Av. Ibirapuera,Moema,Neblina,21.53,87.13,6.54
3381,2024-10-26,19:56,Choque traseiro,Fatal,0,0,Rua Pio XI,Lapa,Neblina,20.29,89.16,6.2
3382,2024-02-29,19:08,Choque traseiro,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Chuva,23.6,87.8,17.12
3383,2024-06-23,09:43,Atropelamento,Leve,0,0,Rua dos Pinheiros,Pinheiros,Céu limpo,26.98,32.61,8.97
3384,2024-05-30,16:36,Atropelamento,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Nublado,27.76,68.01,7.02
3385,2024-10-23,21:48,Choque traseiro,Leve,0,0,Rua dos Pinheiros,Pinheiros,Nublado,21.42,62.22,7.96
3386,2024-02-28,14:26,Choque traseiro,Leve,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,21.26,62.49,3.48
3387,2024-05-21,23:35,Atropelamento,Média,0,0,Rua Direita,Sé,Neblina,16.82,90.43,2.06
3388,2024-06-16,06:38,Engavetamento,Média,1,0,Av. Brigadeiro Faria Lima,Pinheiros,Céu limpo,32.34,37.33,9.77
3389,2024-07-05,19:40,Colisão,Leve,0,0,Rua Direita,Sé,Nublado,22.14,65.76,5.07
3390,2024-05-24,11:33,Choque traseiro,Leve,0,0,Rua Dr. César,Santana,Céu limpo,28.15,40.86,6.08
3391,2024-03-12,17:34,Engavetamento,Média,1,0,Rua Joaquim Floriano,Itaim Bibi,Nublado,23.86,67.07,2.73
3392,2024-06-27,14:02,Engavetamento,Média,1,0,Rua Guaicurus,Lapa,Chuva,20.06,75.55,19.81
3393,2024-02-15,16:06,Colisão,Leve,0,0,Rua Boa Vista,Sé,Nublado,21.31,63.41,7.17
3394,2024-06-20,15:44,Choque traseiro,Média,1,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,33.76,33.85,2.02
3395,2024-06-28,21:02,Capotamento,Leve,0,0,Rua Boa Vista,Sé,Nublado,23.04,70.92,9.69
3396,2024-09-11,11:18,Capotamento,Leve,0,0,Av. Ibirapuera,Moema,Nublado,21.21,57.12,10.66
3397,2024-02-01,01:02,Atropelamento,Grave,3,0,Av. Ibirapuera,Moema,Chuva,18.23,74.42,10.71
3398,2024-02-28,22:04,Colisão,Média,2,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Chuva,19.54,83.22,9.74
3399,2024-01-13,22:32,Engavetamento,Leve,0,0,Av. dos Eucaliptos,Moema,Nublado,25.16,57.43,10.42
3400,2024-04-30,01:17,Atropelamento,Média,0,0,Rua Tuiuti,Tatuapé,Nublado,24.17,64.99,3.87
3401,2024-04-19,17:42,Colisão,Leve,0,0,Rua Guaicurus,Lapa,Nublado,24.53,68.19,5.01
3402,2024-05-26,02:35,Choque traseiro,Média,0,0,Rua XV de Novembro,Sé,Nublado,20.23,56.13,7.33
3403,2024-08-31,21:55,Engavetamento,Leve,0,0,Rua Alfredo Pujol,Santana,Nublado,26.22,70.95,7.96
3404,2024-06-27,15:37,Engavetamento,Média,2,0,Rua dos Pinheiros,Pinheiros,Céu limpo,31.06,51.91,5.86
3405,2024-08-17,07:12,Colisão,Média,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Neblina,17.87,96.34,1.4
3406,2024-01-27,23:43,Colisão,Leve,0,0,Rua Doze de Outubro,Lapa,Nublado,20.9,67.35,7.59
3407,2024-06-20,10:59,Capotamento,Fatal,1,0,Rua Domingos de Morais,Vila Mariana,Nublado,26.39,64.75,3.33
3408,2024-03-22,03:42,Engavetamento,Leve,0,0,Rua Emília Marengo,Tatuapé,Céu limpo,31.3,45.29,7.43
3409,2024-09-01,18:24,Atropelamento,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Chuva,24.09,74.65,6.87
3410,2024-07-19,07:10,Engavetamento,Média,3,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,24.62,41.79,9.12
3411,2024-05-15,21:59,Capotamento,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Neblina,16.9,95.4,5.83
3412,2024-03-12,15:33,Engavetamento,Leve,0,0,Rua Direita,Sé,Chuva,24.16,71.78,16.49
3413,2024-02-16,02:28,Engavetamento,Leve,0,0,Rua Alfredo Pujol,Santana,Chuva,22.84,74.52,14.02
3414,2024-01-10,03:17,Atropelamento,Leve,0,0,Rua Coelho Lisboa,Tatuapé,Nublado,23.83,72.47,8.72
3415,2024-03-17,04:13,Colisão,Grave,0,0,Rua Jurucê,Moema,Chuva,19.53,92.54,9.24
3416,2024-01-30,04:39,Colisão,Grave,0,0,Av. Lins de Vasconcelos,Vila Mariana,Neblina,20.11,95.45,6.79
3417,2024-03-30,20:35,Capotamento,Fatal,2,1,Rua Direita,Sé,Chuva,23.99,88.15,7.26
3418,2024-01-12,07:24,Atropelamento,Leve,0,0,Rua Emília Marengo,Tatuapé,Nublado,25.74,65.2,10.15
3419,2024-03-04,02:50,Choque traseiro,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Nublado,23.64,55.84,9.84
3420,2024-09-14,04:57,Choque traseiro,Média,1,0,Rua Guaicurus,Lapa,Neblina,19.6,96.88,1.83
3421,2024-09-05,04:15,Engavetamento,Leve,0,0,Rua Jurucê,Moema,Neblina,16.44,82.84,2.91
3422,2024-04-29,10:04,Engavetamento,Média,0,0,Rua Jurucê,Moema,Céu limpo,28.16,38.65,9.12
3423,2024-10-14,12:22,Atropelamento,Média,1,0,Rua Alfredo Pujol,Santana,Céu limpo,32.14,39.26,8.21
3424,2024-05-26,17:16,Choque traseiro,Média,1,0,Rua Alfredo Pujol,Santana,Nublado,24.99,55.35,8.19
3425,2024-10-27,00:20,Choque traseiro,Média,2,0,Rua Teodoro Sampaio,Pinheiros,Neblina,18.97,93.91,2.16
3426,2024-02-29,03:35,Atropelamento,Média,2,0,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,26.95,66.5,9.37
3427,2024-03-07,02:26,Colisão,Grave,0,0,Av. Ibirapuera,Moema,Nublado,20.92,59.84,7.47
3428,2024-08-28,06:31,Choque traseiro,Leve,0,0,Rua Jurucê,Moema,Chuva,25.04,88.77,17.32
3429,2024-04-30,01:04,Atropelamento,Média,1,0,Av. dos Eucaliptos,Moema,Neblina,18.83,81.01,0.07
3430,2024-04-20,02:21,Atropelamento,Leve,0,0,Rua Direita,Sé,Neblina,20.72,83.05,1.54
3431,2024-08-12,15:17,Atropelamento,Grave,1,0,Rua Boa Vista,Sé,Nublado,23.2,64.99,2.76
3432,2024-09-05,17:09,Choque traseiro,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Céu limpo,29.56,41.32,7.94
3433,2024-03-28,08:29,Engavetamento,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Chuva,22.97,73.46,17.88
3434,2024-05-16,22:50,Choque traseiro,Média,0,0,Rua Direita,Sé,Nublado,24.39,51.05,11.81
3435,2024-02-23,20:45,Capotamento,Grave,0,0,Rua Vergueiro,Vila Mariana,Céu limpo,26.96,38.78,2.19
3436,2024-08-09,17:03,Atropelamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Chuva,20.17,87.57,14.85
3437,2024-10-17,09:51,Capotamento,Leve,0,0,Rua Alfredo Pujol,Santana,Céu limpo,28.68,51.05,3.61
3438,2024-01-12,22:03,Colisão,Grave,2,0,Av. dos Eucaliptos,Moema,Chuva,24.57,78.3,19.51
3439,2024-06-12,11:02,Engavetamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Nublado,23.95,67.0,11.45
3440,2024-05-29,07:59,Capotamento,Leve,0,0,Rua Voluntários da Pátria,Santana,Nublado,20.17,52.07,4.92
3441,2024-09-12,16:27,Colisão,Média,0,0,Rua Guaicurus,Lapa,Céu limpo,33.7,39.16,9.65
3442,2024-01-15,08:52,Atropelamento,Leve,0,0,Rua Boa Vista,Sé,Chuva,22.11,81.54,5.31
3443,2024-10-21,03:04,Engavetamento,Fatal,0,1,Rua Emília Marengo,Tatuapé,Nublado,27.89,54.22,5.79
3444,2024-06-10,06:26,Engavetamento,Leve,0,0,Rua XV de Novembro,Sé,Céu limpo,28.45,48.39,7.47
3445,2024-02-28,01:34,Choque traseiro,Leve,0,0,Rua Voluntários da Pátria,Santana,Chuva,19.84,84.44,11.74
3446,2024-03-27,14:45,Colisão,Leve,0,0,Rua Doze de Outubro,Lapa,Chuva,23.27,77.68,19.95
3447,2024-05-12,10:46,Choque traseiro,Grave,2,0,Rua Voluntários da Pátria,Santana,Céu limpo,31.5,39.76,4.68
3448,2024-01-16,05:31,Choque traseiro,Leve,0,0,Rua Boa Vista,Sé,Chuva,22.22,77.68,17.39
3449,2024-03-14,20:59,Choque traseiro,Média,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Chuva,18.44,91.98,7.3
3450,2024-02-03,16:54,Colisão,Leve,0,0,Rua Alfredo Pujol,Santana,Céu limpo,30.55,41.33,8.33
3451,2024-06-28,05:02,Engavetamento,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Nublado,26.25,71.87,11.49
3452,2024-03-01,08:10,Colisão,Leve,0,0,Av. dos Eucaliptos,Moema,Chuva,23.65,85.74,16.24
3453,2024-07-22,20:44,Capotamento,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Neblina,16.75,83.74,2.58
3454,2024-04-26,07:49,Colisão,Média,2,0,Av. dos Eucaliptos,Moema,Céu limpo,29.75,33.55,7.55
3455,2024-05-04,02:54,Capotamento,Leve,0,0,Rua Boa Vista,Sé,Nublado,23.53,68.66,8.34
3456,2024-02-29,08:44,Atropelamento,Grave,3,0,Rua Alfredo Pujol,Santana,Chuva,23.14,94.27,15.6
3457,2024-05-14,23:30,Atropelamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Nublado,20.33,73.62,5.33
3458,2024-05-24,00:03,Atropelamento,Leve,0,0,Rua Voluntários da Pátria,Santana,Nublado,22.68,69.24,5.34
3459,2024-03-17,18:35,Choque traseiro,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,26.87,35.25,9.85
3460,2024-09-05,05:05,Engavetamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Neblina,17.65,80.77,3.05
3461,2024-10-20,19:21,Capotamento,Leve,0,0,Rua XV de Novembro,Sé,Nublado,25.88,62.94,5.36
3462,2024-05-26,14:40,Capotamento,Média,1,0,Rua Tuiuti,Tatuapé,Chuva,19.02,77.27,11.21
3463,2024-09-07,07:31,Choque traseiro,Leve,0,0,Rua Dr. César,Santana,Céu limpo,24.6,54.91,5.79
3464,2024-09-20,09:49,Capotamento,Leve,0,0,Rua Guaicurus,Lapa,Chuva,22.26,81.49,17.66
3465,2024-09-28,11:10,Atropelamento,Leve,0,0,Rua dos Pinheiros,Pinheiros,Céu limpo,32.95,33.15,7.36
3466,2024-05-23,19:30,Engavetamento,Média,2,0,Rua Vergueiro,Vila Mariana,Nublado,25.16,54.16,5.71
3467,2024-07-11,21:53,Colisão,Leve,0,0,Av. Ibirapuera,Moema,Nublado,27.11,72.53,3.14
3468,2024-10-06,11:55,Colisão,Média,3,0,Rua Tuiuti,Tatuapé,Nublado,21.22,68.89,5.56
3469,2024-03-03,22:34,Colisão,Média,1,0,Rua Dr. César,Santana,Chuva,21.95,74.99,12.35
3470,2024-01-21,05:09,Engavetamento,Leve,0,0,Rua Jurucê,Moema,Chuva,24.53,80.75,11.42
3471,2024-09-26,07:51,Choque traseiro,Leve,0,0,Rua Pio XI,Lapa,Chuva,25.73,77.52,5.28
3472,2024-08-09,06:40,Capotamento,Leve,0,0,Rua Alfredo Pujol,Santana,Céu limpo,28.07,49.85,2.43
3473,2024-07-28,11:05,Capotamento,Grave,0,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,23.82,51.43,9.97
3474,2024-01-25,15:14,Choque traseiro,Média,2,0,Rua Direita,Sé,Chuva,24.2,87.7,13.88
3475,2024-02-16,03:22,Engavetamento,Grave,0,0,Rua Boa Vista,Sé,Nublado,27.82,66.68,5.66
3476,2024-10-10,01:40,Engavetamento,Média,0,0,Rua Boa Vista,Sé,Nublado,21.75,65.77,9.6
3477,2024-02-19,11:11,Engavetamento,Leve,0,0,Rua Tuiuti,Tatuapé,Chuva,25.59,83.87,14.83
3478,2024-10-23,10:34,Colisão,Leve,0,0,Rua Emília Marengo,Tatuapé,Neblina,19.12,90.51,5.77
3479,2024-08-26,02:33,Atropelamento,Leve,0,0,Rua Jurucê,Moema,Neblina,17.02,96.4,3.56
3480,2024-07-19,20:28,Capotamento,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,25.72,56.51,9.95
3481,2024-07-26,14:09,Colisão,Leve,0,0,Av. dos Eucaliptos,Moema,Chuva,24.61,70.26,19.09
3482,2024-07-31,12:14,Capotamento,Grave,3,0,Av. Brigadeiro Faria Lima,Pinheiros,Céu limpo,24.92,47.6,3.09
3483,2024-01-12,22:12,Engavetamento,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Neblina,20.49,97.0,4.36
3484,2024-07-30,19:21,Atropelamento,Média,2,0,Rua Boa Vista,Sé,Neblina,16.51,91.49,3.82
3485,2024-07-08,11:13,Colisão,Média,0,0,Rua Voluntários da Pátria,Santana,Céu limpo,27.24,43.69,7.85
3486,2024-06-16,05:42,Atropelamento,Leve,0,0,Rua Dr. César,Santana,Nublado,22.01,70.65,7.79
3487,2024-09-22,11:51,Colisão,Leve,0,0,Rua Joaquim Floriano,Itaim Bibi,Céu limpo,28.28,50.66,9.05
3488,2024-04-27,20:17,Choque traseiro,Leve,0,0,Rua Pio XI,Lapa,Nublado,22.03,53.48,2.18
3489,2024-04-02,00:42,Engavetamento,Média,1,0,Av. dos Eucaliptos,Moema,Neblina,19.41,95.17,4.79
3490,2024-07-16,07:15,Colisão,Grave,1,0,Rua Boa Vista,Sé,Céu limpo,24.9,47.36,4.22
3491,2024-08-29,00:30,Engavetamento,Leve,0,0,Rua Guaicurus,Lapa,Nublado,27.42,57.57,7.54
3492,2024-08-19,10:55,Engavetamento,Leve,0,0,Rua Pio XI,Lapa,Neblina,18.9,95.91,4.29
3493,2024-01-22,13:10,Atropelamento,Leve,0,0,Rua Alfredo Pujol,Santana,Chuva,25.87,88.61,12.82
3494,2024-02-06,11:55,Colisão,Leve,0,0,Rua Emília Marengo,Tatuapé,Chuva,22.07,81.54,9.95
3495,2024-04-10,15:02,Capotamento,Leve,0,0,Rua Vergueiro,Vila Mariana,Chuva,19.07,75.3,13.85
3496,2024-07-09,05:36,Colisão,Média,1,0,Rua Emília Marengo,Tatuapé,Nublado,23.78,62.02,2.29
3497,2024-07-30,11:48,Atropelamento,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Nublado,26.41,74.0,8.78
3498,2024-04-09,19:22,Atropelamento,Média,0,0,Rua Dr. César,Santana,Neblina,18.46,80.11,5.62
3499,2024-07-07,16:01,Colisão,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Céu limpo,30.4,42.6,5.03
3500,2024-01-19,08:15,Atropelamento,Média,1,0,Rua Alfredo Pujol,Santana,Céu limpo,30.55,52.02,8.45
3501,2024-09-29,03:50,Choque traseiro,Fatal,2,1,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,20.29,56.78,6.88
3502,2024-10-01,08:00,Colisão,Leve,0,0,Rua Emília Marengo,Tatuapé,Céu limpo,30.69,53.54,7.65
3503,2024-04-04,08:30,Colisão,Média,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Nublado,24.24,59.69,7.05
3504,2024-04-18,16:15,Colisão,Fatal,1,0,Rua Voluntários da Pátria,Santana,Chuva,23.8,77.42,6.83
3505,2024-07-28,13:07,Choque traseiro,Grave,1,0,Rua Pio XI,Lapa,Céu limpo,31.64,48.83,9.13
3506,2024-03-31,11:15,Capotamento,Leve,0,0,Rua XV de Novembro,Sé,Chuva,19.8,82.67,15.24
3507,2024-02-22,11:49,Atropelamento,Grave,2,0,Rua Alfredo Pujol,Santana,Céu limpo,28.51,45.37,3.08
3508,2024-08-29,01:24,Atropelamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Nublado,27.28,65.11,5.04
3509,2024-06-28,16:08,Choque traseiro,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Chuva,20.69,85.89,11.84
3510,2024-03-21,13:53,Engavetamento,Grave,1,0,Rua Dr. César,Santana,Céu limpo,24.39,42.89,3.84
3511,2024-04-03,22:25,Atropelamento,Média,4,0,Rua Alfredo Pujol,Santana,Nublado,23.26,66.01,11.45
3512,2024-08-22,19:31,Capotamento,Média,1,0,Rua Joaquim Floriano,Itaim Bibi,Nublado,20.85,61.51,11.65
3513,2024-07-14,23:52,Atropelamento,Média,2,0,Rua Alfredo Pujol,Santana,Nublado,24.52,68.71,10.76
3514,2024-04-10,21:05,Capotamento,Média,4,0,Rua Dr. César,Santana,Neblina,20.83,97.22,5.53
3515,2024-01-22,18:22,Atropelamento,Leve,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,27.33,72.99,5.19
3516,2024-07-03,21:17,Colisão,Leve,0,0,Rua Tuiuti,Tatuapé,Nublado,24.45,51.26,11.08
3517,2024-05-08,16:39,Capotamento,Leve,0,0,Rua Coelho Lisboa,Tatuapé,Céu limpo,30.31,40.52,1.75
3518,2024-02-20,17:43,Choque traseiro,Grave,0,0,Rua Boa Vista,Sé,Chuva,20.31,73.42,11.69
3519,2024-06-17,23:01,Choque traseiro,Leve,0,0,Av. Brigadeiro Luís Antônio,Itaim Bibi,Neblina,21.02,97.53,2.24
3520,2024-03-26,06:49,Choque traseiro,Média,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Chuva,24.96,75.81,13.25
3521,2024-08-18,22:43,Choque traseiro,Leve,0,0,Rua XV de Novembro,Sé,Chuva,19.62,71.42,11.52
3522,2024-08-22,14:26,Colisão,Leve,0,0,Av. Ibirapuera,Moema,Céu limpo,28.53,35.34,3.16
3523,2024-04-20,18:56,Engavetamento,Leve,0,0,Av. Ibirapuera,Moema,Céu limpo,32.27,46.06,9.68
3524,2024-10-19,08:01,Capotamento,Leve,0,0,Rua Boa Vista,Sé,Nublado,22.78,58.58,6.72
3525,2024-08-18,23:36,Atropelamento,Leve,0,0,Rua Teodoro Sampaio,Pinheiros,Nublado,27.97,51.02,6.77
3526,2024-05-30,20:21,Choque traseiro,Leve,0,0,Rua XV de Novembro,Sé,Nublado,24.73,51.1,9.59
3527,2024-10-10,09:43,Capotamento,Média,0,0,Rua Direita,Sé,Chuva,21.78,82.63,5.55
3528,2024-07-07,19:04,Engavetamento,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Chuva,21.42,75.5,5.75
3529,2024-10-23,01:07,Atropelamento,Leve,0,0,Rua Voluntários da Pátria,Santana,Neblina,19.63,86.84,0.85
3530,2024-07-26,15:25,Engavetamento,Leve,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Céu limpo,28.12,42.6,2.62
3531,2024-02-18,11:48,Engavetamento,Fatal,0,0,Rua Joaquim Floriano,Itaim Bibi,Nublado,24.9,68.64,8.65
3532,2024-08-11,19:47,Engavetamento,Média,0,0,Rua Alfredo Pujol,Santana,Neblina,19.04,85.14,3.23
3533,2024-08-20,08:10,Engavetamento,Leve,0,0,Rua Alfredo Pujol,Santana,Céu limpo,29.98,46.76,5.62
3534,2024-10-11,23:41,Choque traseiro,Leve,0,0,Rua Pio XI,Lapa,Nublado,24.59,74.68,3.13
3535,2024-09-28,03:57,Colisão,Leve,0,0,Rua Alfredo Pujol,Santana,Neblina,16.66,95.66,2.06
3536,2024-10-15,16:30,Colisão,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Neblina,17.86,97.84,4.66
3537,2024-01-15,04:12,Engavetamento,Média,2,0,Rua XV de Novembro,Sé,Chuva,18.28,77.17,18.19
3538,2024-01-13,17:13,Choque traseiro,Leve,0,0,Rua Coelho Lisboa,Tatuapé,Chuva,21.05,86.34,9.97
3539,2024-04-25,21:17,Colisão,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Nublado,25.14,50.16,6.65
3540,2024-08-05,05:13,Colisão,Leve,0,0,Rua Boa Vista,Sé,Neblina,21.74,82.77,4.79
3541,2024-05-23,19:17,Choque traseiro,Grave,0,0,Rua Teodoro Sampaio,Pinheiros,Chuva,19.76,76.36,12.02
3542,2024-07-12,18:28,Colisão,Média,2,0,Rua Emília Marengo,Tatuapé,Céu limpo,30.27,37.43,9.06
3543,2024-07-05,18:57,Choque traseiro,Grave,0,0,Av. Brigadeiro Faria Lima,Pinheiros,Nublado,21.85,70.82,10.18
3544,2024-02-22,15:40,Colisão,Leve,0,0,Rua Jurucê,Moema,Chuva,24.07,91.54,14.32
3545,2024-03-08,14:48,Colisão,Grave,1,0,Av. Ibirapuera,Moema,Céu limpo,29.94,30.34,6.9
3546,2024-04-19,04:02,Choque traseiro,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Nublado,21.43,56.7,9.08
3547,2024-01-20,03:54,Capotamento,Leve,0,0,Av. Juscelino Kubitschek,Itaim Bibi,Nublado,24.25,71.25,2.45
3548,2024-07-26,04:07,Engavetamento,Leve,0,0,Rua Doze de Outubro,Lapa,Nublado,26.63,52.47,4.47
3549,2024-10-01,12:39,Colisão,Leve,0,0,Rua Direita,Sé,Céu limpo,24.73,52.34,9.65
3550,2024-01-30,10:19,Atropelamento,Média,6,0,Av. Juscelino Kubitschek,Itaim Bibi,Nublado,20.41,57.3,3.94
3551,2024-01-09,13:03,Engavetamento,Média,2,0,Rua Guaicurus,Lapa,Chuva,23.03,80.51,19.51
3552,2024-06-12,18:10,Atropelamento,Leve,0,0,Av. Lins de Vasconcelos,Vila Mariana,Céu limpo,31.76,44.87,9.95
3553,2024-02-25,17:44,Capotamento,Leve,0,0,Rua Domingos de Morais,Vila Mariana,Chuva,25.72,84.23,12.27
3554,2024-08-17,09:22,Capotamento,Média,0,0,Rua Emília Marengo,Tatuapé,Céu limpo,32.36,34.71,6.83
